sesion,wer,cer,hits,substitutions,deletions,insertions,reference_words,hypothesis_words
Avalan proyecto para limitar reelección en la Junta Directiva del INA_transcription,0.11965811965811966,0.07072205736894165,311,10,30,2,351,323
