sesion,wer,cer,hits,substitutions,deletions,insertions,reference_words,hypothesis_words
Avalan proyecto para limitar reelección en la Junta Directiva del INA_transcription,0.1396011396011396,0.06676557863501484,306,19,26,4,351,329
