sesion,wer,cer,hits,substitutions,deletions,insertions,reference_words,hypothesis_words
Expertos analizan forma en que se eligen los magistrados en el país_transcription,0.1272117712795679,0.07955421377183967,4761,185,423,75,5369,5021
