sesion,wer,cer,hits,substitutions,deletions,insertions,reference_words,hypothesis_words
Expertos analizan forma en que se eligen los magistrados en el país_transcription,0.15514993481095177,0.07354830421377184,4650,415,304,114,5369,5179
