sesion,wer,cer,hits,substitutions,deletions,insertions,reference_words,hypothesis_words
Expertos analizan forma en que se eligen los magistrados en el país_transcription,0.15384615384615385,0.0719745632065776,4660,406,303,117,5369,5183
