sesion,wer,cer,hits,substitutions,deletions,insertions,reference_words,hypothesis_words
Expertos analizan forma en que se eligen los magistrados en el país_transcription,0.15608120692866456,0.07499357656731757,4667,387,315,136,5369,5190
